Name	B_lymphocyte_centroblast	H9_differentiated_mesenchymal_cell	H9_differentiated_forebrain_cell	Prostate_epithelial_cell	Fibroblast_cell	Red_blood_cell	CD4_T_lymphocyte	Dendritic_cell	Macrophage	B_lymphocyte_CD77	Dopaminergic_neuron	Embryonic_stem_cell	Corona_radiata	Myotube	Biliosphere	CD8_T_lymphocyte	Keratinocyte_epithelial_cell	Islet_beta_cell	Smooth_muscle_cell	Mesangial_cell	iPSC_cardiomyocyte	Cumulus_oophorus	H9_differentiated_midbrain_cell	CD3_T_lymphocyte	Myoblast	Mammary_epithelial_cell	Neural_stem_cell	Retinal_pigment_epithelial_cell	Colonic_epithelial_cell	Chondrocyte	Cortical_neuron	B_lymphocyte_centrocyte	Bronchial_epithelial_cell	Monocyte	Islet_alpha_cell	Melanocyte	CD14_monocyte	Osteoblast	Plasma_cell	iPSC_neuron	Astrocyte	Valve_interstitial_cell	B_lymphocyte_pregerminal_center	Endothelial_cell	B_lymphocyte_memory	Platelet	Renal_epithelial_cell	B_lymphocyte_naive
hsa-miR-3613-5p	0	0	0	0	0	1.407119737	0	1.282924808	2.094030777	0	0	0	0	1.588838421	0	0	0	0	0	0	21.6034047	0	0	0	1.880272168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.540195475	0	0	0	0	0	10.1944886	0	0	
hsa-miR-5689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-let-7g-5p	30522.13667	2464.436699	136.424838	8920.558567	6251.151012	8616.129527	29133.2152	29490.13355	14683.09848	44428.49943	7190.97859	1050.030492	5190.032751	3609.667215	16167.47531	41446.25251	11084.63935	7089.75118	6979.161617	5049.005049	3262.114109	3390.629533	71.39388863	38026.11921	4518.800616	7828.123131	167.8035809	18327.99766	18338.92263	5265.588915	13086.86732	35138.18831	8384.950905	32329.18857	9613.418483	5002.883774	6968.851528	5623.436499	39698.9979	5083.874981	6709.440163	3995.92795	38967.22746	6286.5591	41423.549	25181.35175	13387.53274	100943.6586	
hsa-miR-627-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-548b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6846-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6511a-3-30-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5701-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3121-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-216a-3p	0	28.20850004	1516.769364	17.94880999	3.394031607	0	0	0	0	0	1797.744648	0	0	0	2.00612412	0	0	168.4599676	8.253661579	21.21430693	0	0	5183.457764	0	0	0	2252.888404	58.83410123	0	23.09468822	169.3125909	0	0	0	38.52479663	0	0	0	0	5308.741262	743.3199014	28.3582775	0	6399.498765	0	0	0	0	
hsa-miR-4653-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-574-5p	0	28.20850004	66.23313628	35.89761999	101.1334318	1.526046853	1.881691615	1.948789945	49.90097808	0	0	22.63948091	0	16.84234885	52.32096329	0	0	0	88.04268239	63.64292079	151.2238329	0	45.61663283	0	23.05847843	34.1839438	56.46224235	8.96065885	75.53098281	46.18937644	0	0	19.91674799	6.409434688	0	3.147363024	0	41.34879778	12.41757832	27.29004882	39.12210007	47.243549	0	50.9030923	0	264.4899798	11.32614881	0	
hsa-miR-6514-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-218-2-31-5p	0	0	15.328292	0	1.349726358	0	0	0	9.530223892	0	18.15903684	2.166395097	0	0	2.207634417	0	0	0	0	0	1685.065566	0	0	0	0	0	0	9.253154386	0	0	0	0	0	0	0	0	0	0	0	541.1525162	0	10.02616516	0	0	0	0	0	0	
hsa-miR-4746-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-424-3p	0	25.48925715	0	0	0	27.71271906	0	1.683695291	2.336570629	0	0	3.916984664	184.9322015	0	0	1.655413732	0	0	0	0	0	154.1195242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.88194017	0	0	0	0	0	0	0	0	2.138803057	0	0	
hsa-miR-16-1-38-5p	24205.96728	2754.670314	14677.8533	3805.147719	19018.01871	67174.36409	14212.37135	5811.643673	3101.323697	21321.45496	6537.253264	1671.406678	17729.62912	11481.62641	6893.166019	8068.096054	6709.515055	4087.118718	16754.007	15762.23005	20933.69915	21785.24804	14648.02256	22873.62836	16239.66801	6460.765379	14437.25844	3483.310987	10725.39956	23025.40416	17498.95425	24301.17697	5616.522934	23131.64979	3348.693861	9474.608359	62982.95832	15423.10157	34235.26344	3936.90426	9017.644067	4033.147959	27190.50861	13458.3247	7031.39456	8413.074426	7936.244622	24526.06865	
hsa-miR-3926-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-10b-3p	0	0	0	0	0	0	0	0	7.035321582	0	0	0	0	0	1.856391868	0	0	0	0	0	0	0	0	0	0	0	0	0	60.42478625	0	0	0	0	0	0	3.147363024	0	0	0	0	0	0	0	5.787835607	0	0	86.38779111	0	
hsa-miR-301a-3p	12.03079885	23.72042656	81.11869398	17.94880999	95.94067001	6.659094209	15.77849414	21.43871683	21.4958329	72.2562338	817.156658	4.671373276	0	131.7985024	26.5745929	0	25.28447347	67.05749041	311.1214046	275.7859901	5163.213722	54.3951262	261.5044982	12.87929524	70.35478971	51.2759157	81.43264477	5.725351182	15.10619656	92.37875289	298.7869251	52.54308533	39.83349599	115.3698244	56.305472	26.45444896	45.89538268	103.3719945	12.41757832	28.70433697	176.0494503	277.3234913	29.17436546	116.0339581	24.67155986	63.81857971	49.70490732	0	
hsa-miR-320a	3320.500481	2763.924735	53008.28578	11200.05744	9682.852191	4959.383582	2699.70545	7701.192772	10211.07446	1984.33603	21809.00325	7364.273291	23969.59953	11674.57434	6778.678712	3641.712918	19061.62564	3092.243847	10240.32843	7488.650346	4061.440083	22637.43835	29730.12159	6098.346298	26507.67084	14887.10753	64584.84164	5349.506272	7870.328409	8914.549654	13495.20945	3257.67129	17905.15645	34585.30958	3179.777445	2790.327862	326.0987717	10564.61783	12007.79824	10911.15299	9800.086069	1453.587796	6214.139842	8267.795593	7611.176217	26109.4969	8106.299462	6849.447969	
hsa-miR-3910-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-124-2-34-5p	0	0	293.5533095	0	0	0	7.325208942	1.267673108	1.564007551	0	399.4988106	13.45556137	0	0	0	0	0	0	1.790217386	0	0	0	979.7335201	0	0	0	106.7069515	0	0	0	1563.651575	0	0	0	0	0	0	0	0	1306.585725	0	0	0	0	0	0	0	0	
hsa-miR-3173-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-7112-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-33b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3913-1-45-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6786-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3690-2	0	0	0	0	0	0	0	503.1529263	12.08052085	0	0	1.764959349	0	0	0	0	0	0	0	0	0	9.065854366	0	0	0	0	0	0	0	0	0	0	0	38.45660813	0	0	149.7638803	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-140-3p	9660.731473	683.6316774	6155.559258	394.8738199	3991.408441	1769.619659	2569.899116	8187.522721	6150.954041	18752.75421	926.1108791	874.9902945	3877.610676	1986.105459	1185.281576	3915.254874	729.534837	260.5212648	3743.856687	16801.73109	1339.411091	4161.227154	3993.310449	2427.747154	3264.371795	358.9314099	6741.008987	1589.320511	498.5044865	4110.854503	1105.511623	10219.6301	1035.670896	16568.38867	776.4228245	1667.539845	1186.03331	12135.87215	15397.79712	1033.751311	2895.035406	1531.598187	15131.77088	2803.681047	20218.3433	1580.108264	4024.521107	28794.84642	
hsa-miR-646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-92a-1-37-3p	36645.81328	11792.14683	142132.5199	5079.513228	9568.787643	28650.1652	4449.672379	4371.711555	1902.14534	58254.93047	2723.855527	12283.87563	8292.121292	7311.011196	3096.577035	15390.89528	12147.47261	801.0011078	7096.10109	4730.790445	1317.807686	8440.310415	100807.1668	13201.27763	11203.40586	7435.007777	112638.705	4701.696523	4471.434182	10785.2194	5736.708962	47879.88651	11770.79806	8716.831175	779.3862704	4498.63935	3526.697827	5003.204532	12442.41348	60961.0426	5418.41086	4658.505904	23631.23602	7830.768612	7981.249615	14064.9944	6681.629764	27093.80316	
hsa-miR-7159-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1285-2-43-3p	0	0	39.38245846	0	9.415439377	18.39635066	0	0	0	0	0	12.44176013	5.965554886	4.00390339	1.865759609	0	0	2.460410897	1.93448998	0	0	0	34.66114548	6.439647622	6.712774742	0	35.56898383	2.173665011	0	23.09468822	0	0	0	38.45660813	0	0	0	0	0	0	0	0	0	2.351130679	0	1.425164341	0	6.467845108	
hsa-miR-6865-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-181b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-23a-3p	854.186718	3437.588895	2179.415387	20336.00172	10402.10744	100.2166267	8523.811349	20453.95934	33225.98489	4633.001732	3432.057964	607.253077	1336.284294	3981.02054	13035.29736	3211.314591	26667.8807	837.6806581	10884.08895	10161.65302	6351.400981	1205.758631	1460.620533	3947.503993	7303.08394	18185.8581	2757.013931	19025.11907	4849.089096	8337.182448	707.129056	972.0470786	23442.01239	3172.67017	385.2479663	8050.521504	17309.80591	11577.66338	1316.263302	2211.429054	9780.525019	8533.117106	1293.396869	12993.00739	7056.06612	3139.205729	9264.173009	614.4452853	
hsa-miR-371a-3p	0	1912.059264	0	0	0	0	0	0	0	0	0	39.15851391	0	0	0	0	0	1.505908454	0	0	0	36.26341746	0	6.439647622	0	0	0	2.244618199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.224419041	0	0	0	0	
hsa-miR-6735-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6845-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-939-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3605-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6505-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-20b-5p	72.18479307	43.44208142	3093.031586	0	7.20811444	96.48687097	676.8857129	45.81472741	6.705958028	742.6865	0	81.6273019	0	7.981639766	3.042755184	224.3512943	30.96702921	0	0	0	367.2578798	0	4819.03869	0	9.493297082	0	2650.868105	35.26173666	0	0	19.91912834	52.54308533	0	19.22830406	0	59.15394618	14.49327874	0	0	6951.956615	97.80525019	1.580242984	29.17436546	3.515760396	0	150.8935164	93.93638852	12.93569022	
hsa-miR-3664-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6511a-1-25-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-483-5p	0	0	0	0	1.487651996	0	1.755733238	0	0	0	0	4.004554605	131.2422075	77.48580729	0	0	0	1.99073497	2.230129186	21.21430693	302.4476658	1686.248912	0	0	27.36384313	0	0	20.69068221	0	0	0	0	0	0	0	0	0	0	0	1.708215691	0	0	116.6974618	0	0	1.669627847	0	0	
hsa-miR-637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-618	0	0	0	0	24.67132165	0	0	141.393259	55.62063076	0	0	1.461970324	0	2.969688292	0	0	0	0	8.7328978	0	0	0	0	0	0	0	0	7.052150551	0	0	79.67651336	0	0	0	0	0	4.831092914	144.7207922	0	121.5955994	0	0	0	0	0	0	2.764587508	0	
hsa-miR-486-1-45-3p	986.5255053	311.6776811	255.2275013	0	14.90508854	263004.0213	1675.238391	199.3659533	218.6907836	32788.76772	1361.927763	312.9184151	876.9365683	313.2753301	364.9014213	2088.044721	0	91.10120882	4.190875957	169.7144554	3024.476658	253.8439223	334.8670204	540.9304003	77.26985989	0	297.986942	74.17714394	15.10619656	300.2309469	388.4230026	880.0966793	0	1237.020895	162.9895242	19.71798206	0	434.1623767	1105.164471	4.949085137	1310.590352	28.61574192	262.5692891	6.882334801	1677.66607	14544.89431	183.1144442	2056.774744	
hsa-miR-615-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4661-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6792-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-499b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4699-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-513c-5p	0	3.622154863	3.055389328	0	0	0	0	0	0	0	18.15903684	1.716949952	2087.94421	0	0	0	30.96702921	0	0	0	0	2765.085582	9.166418109	12.87929524	0	0	0	2.954083681	0	0	19.91912834	0	0	0	0	899.2783431	0	0	0	1.581593711	0	0	0	0	0	0	0	0	
hsa-miR-592	0	0	0	0	1.487651996	0	0	0	0	0	326.8626632	0	0	0	13.18018689	0	0	6.391907895	0	0	21.6034047	0	76.71772604	0	0	0	0	19.07950048	90.63717937	0	288.8273609	0	0	0	32.59790484	0	0	0	0	42.52957252	19.56105004	0	0	0	0	0	2.856743136	0	
hsa-miR-181a-3p	372.9547642	12.74462858	106.7582051	35.89761999	56.66762851	0	28.40345369	11.76282793	43.5591538	251.3266915	127.1132579	3.227106271	11.93110977	28.32534155	8.493483697	703.8210301	17.87882265	0	59.41811539	42.42861386	108.0170235	9.065854366	69.32229096	19.31894287	36.08846903	34.1839438	11.04854789	216.0743582	0	0	239.0295401	367.8015973	59.75024398	83.32265094	0	8.818149653	128.0239622	41.34879778	310.4394581	26.29621332	391.2210007	112.0346204	622.3864631	80.48485581	197.3724789	12.25691849	39.45081108	265.1816494	
hsa-miR-196b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-331-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1295b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-let-7i-5p	2033.205005	1863.825499	0	753.8500197	2275.245265	9610.455804	6180.841444	2039.938009	738.6973937	3755.481487	980.5879896	832.7306156	232.6566406	801.7143346	1224.384805	1416.327928	1311.628253	1175.628337	2859.893667	1527.430099	561.6885221	163.1853786	0	3657.71985	1009.77296	1162.254089	44.81411145	5693.65811	3036.345509	2101.616628	1852.478936	2548.339639	1354.338864	2153.570055	764.5690409	5674.874974	2543.570419	3638.694205	4395.822727	1996.023675	3227.573256	3256.058611	2752.115141	2428.897155	2787.886264	8615.396632	2378.622664	10264.47019	
hsa-miR-548ad-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5196-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6880-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6856-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-8078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5011-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-2277-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4758-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-2276-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-99b-5p	36.09239654	5398.054015	10898.39581	2997.451269	2262.667814	0	148.4813147	265.2367619	792.6122807	98.83080487	28981.8228	2627.550417	471.278836	1408.076673	898.9807063	179.1217972	1191.3254	2536.201068	4553.904887	6724.935296	27047.46268	453.2927183	4498.17209	64.39647622	2145.417182	3606.406071	14304.66556	7861.107683	30.21239312	4295.612009	8903.850368	26.27154266	4003.266347	230.7396488	6970.024745	3938.782286	14.49327874	6036.924476	0	43760.44206	2640.741755	13924.55001	0	2367.579874	24.67155986	589.7144134	4382.265186	25.87138043	
hsa-miR-4755-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3190-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-18a-5p	12.03079885	1.908846389	106.7582051	0	1.886083766	10.95282186	1.755733238	1.892496069	0	74.18475962	0	18.13817954	0	2.497200239	0	7.360416587	0	0	0	0	86.41361879	0	69.32229096	0	2.24207562	0	129.266266	2.214889258	0	0	0	13.13577133	0	32.04717344	0	0	19.32437166	0	24.83515665	166.7393923	0	1.578262595	0	4.397804037	0	175.2113053	0	6.467845108	
hsa-miR-1301-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3158-2-30-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6817-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4700-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-301b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-433-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-493-3p	0	0	0	0	0	1.095226541	0	0	0	0	0	3.53829677	0	0	1.359905344	0	0	0	0	0	0	0	0	0	0	0	0	0	271.9115381	0	0	0	0	0	0	0	0	0	0	1.581593711	0	0	0	0	0	6.993132415	0	0	
hsa-miR-126-3p	0	0	15.328292	53.84642998	2.543645043	827.1542646	0	22.92174132	88.33052756	3.843685079	0	15.31287095	0	0	17.22045189	197.1370107	35.7576453	21.17364362	9.011530956	21.21430693	64.81021409	0	0	64.39647622	0	17.0919719	81.43264477	4.879048044	151.0619656	0	39.83825668	0	59.75024398	83.32265094	5.92689179	0	86.95967245	0	0	553.0642384	0	95.90888785	0	40234.46885	0	1983.518571	31.31212951	0	
hsa-miR-616-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
