name	Astrocyte	Cortical_neuron	Dopaminergic_neuron	H9_differentiated_forebrain	H9_differentiated_mesenchymal	H9_differentiated_midbrain	iPSC_neuron	Neural_stem	Embryonic_stem	iPSC_cardiomyocyte	Endothelial	Biliosphere	Bronchial_epithelial	Colonic_epithelial	Islet_alpha	Islet_beta	Keratinocyte_epithelial	Mammary_epithelial	Prostate_epithelial	Renal_epithelial	Retinal_pigment_epithelial	Fibroblast	Smooth_muscle	Valve_interstitial	Mesangial	Myoblast	Myotube	Melanocyte	Corona_radiata	Cumulus_oophorus	Chondrocyte	Osteoblast	B_lymphocyte_CD77	B_lymphocyte_centroblast	B_lymphocyte_centrocyte	B_lymphocyte_memory	B_lymphocyte_naive	B_lymphocyte_pregerminal_center	Plasma	CD3_T_lymphocyte	CD4_T_lymphocyte	CD8_T_lymphocyte	Dendritic	Macrophage	Monocyte	CD14_monocyte	Platelet	Red_blood
hsa-miR-4679-2	0	0	0	0	0	0	0	0	0	0	0	0.126585426	0	0	0	0	0	0	0	0	4.040908919	0	0.473950265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4726-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075399318	4.473577639	0	0	0	0
hsa-miR-1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4720-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-488-5p	2.973117075	114	117	6.075737237	0.48443266	6.611234608	2.744259433	4.416798769	2.349841698	0	0	0	0	0	1.161146244	0	0	0	0	0	1.874535622	0.307481464	0	0	0	0	0	0	2.487346775	3.256952667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6727-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.487346775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.529693597	0	0	0	0
hsa-miR-4324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4650-1-25-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.618060253	0	2.895069037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6764-3p	0	0	2	0	0.621621266	0	0.155652542	0	0.775080498	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209095705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.931708704	0	0	0	0.119752254	0
hsa-miR-4437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.232580555	2.267939858	15.12236514	0	0.393336409	0	0	0	0	0	0	0
hsa-miR-3913-1-24-3p	1.882974148	2	3	1.821356741	1.072565778	5.093791294	0.443681945	2.387216316	0.179129898	0	0.317327761	0	0	0	0	0	0	0	0	0.666666667	6.260490007	2.656358468	1.282453657	0	0	0.5	0	0	0	0	1.607508499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3648-1	1.090142928	0	2	12.96948934	11.9134322	5.821148179	0.138743902	9.237827344	12.89275495	0	1.651026629	0.154313679	0	45.18261542	0	0	0.738930244	0	0	0.666666667	3.709387006	2.752204982	0.460010551	0	0	0	0.5	0	5.251065414	18.3655942	0	0	0	0	1.612778886	0	0	0	0	5.612982604	1.070413711	0	0.184839412	5.238430003	0	0	1.78465772	0
hsa-miR-3614-5p	0	0	0	0	0	0	0	0	0	0	3.861968961	3.037380724	0	9.318914431	0	0	2.941509985	2	0	0	0	7.789135171	3.305201423	0	0	0	0	1.52503774	0	0	0	0	8.267824156	2.848642508	2.580446217	10.25224132	4.005886805	7.710995517	9.241445362	6.174280865	5.101470491	4.324638781	3.087505425	6.126171301	3.102019093	0	0.198775431	0.215077729
hsa-miR-548ag-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.578928669	0	0	0	0.124123702	0
hsa-miR-6895-3p	0	0	5	0	0	0	0.158564459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.076834091	12.24571717	0	0	0	0
hsa-miR-1244-4	0	0	0	0	0	0	0	0	1.45601026	0	0	0	0	12.42521924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.718947241	0	0	0	0	0	0	0	1.814351886	0	0	0	0	0	0	0	0	0.22845947	0
hsa-miR-3155b	0	0	0	0	1.776060761	0	1.442968062	0	9.774628597	0	1.689451706	0	1.074797582	0	0	0	0.633368781	0	0	0	0.5	1.064385516	0	0	0	0	1	0.665603349	0	0	0	0	0	0	0	0	0	0	0	1.543570216	1.322768579	0	2.727646806	4.639399363	0	0	0	0
hsa-miR-133a-2-21-3p	22.69479368	33	379	26.34148143	49.4089068	13.66104345	11.92635145	19.10850143	6187.306767	25987.5621	1.630486178	59.91229823	7.120533981	3.388696157	27.59429896	8.788734945	0	14	11	6	21.77288168	7.229088616	7.563023693	1.822773028	8	5473.553953	797.9990316	4.328620849	0	1.990359963	13.97295849	5	1.31836599	0	0	0	0	0	1.960306592	2.946815867	0	2.543471812	1.046687606	721.7838582	1.44022315	0	16.65546858	0
hsa-miR-3139	0	2	3	1.814686811	3.804333833	4.104808344	5.068738073	1.179261443	4.914239522	10.97138845	1.234700465	0.140285163	1.343496978	0	1.252216537	0	0	0	0	0	0.874535622	0.130145741	0.543648833	0	0	0	0	0.855775735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065447554	0	0	0	0	0
hsa-miR-590-5p	2.37849366	4	4	0.2761347	0	0.828100182	0	0.448952678	52.1670639	1420.794804	3.20450264	0.55582669	5.105288515	0	1.662032858	2.626683566	4.222634302	3	4	3	8.041994285	3.066296751	3.501307749	0	0	1.892101339	1.252498139	17.1630578	3.77708214	7.509085315	3.585980498	2	3457.855681	3.70323526	2.580446217	6.030730189	3.389596527	2.041145872	2.52039419	0	0	0	2.726621781	344.2124274	4.320669451	72.61486008	0.478404926	0
hsa-miR-6779-5p	0	0	0	0	0	0	0	0	0	0	0.29194154	0.283752011	0	0	0	0	0	0	0	0	0	0.149803552	0	0	0	1.16408721	0	0	2.855842593	4.342603555	0	0	0	8.545927524	5.806003989	0	2.157015972	3.401909787	4.76074458	3.788763258	0.494857625	0	0	1.835513587	2.437300716	0	8.697679631	0
hsa-miR-8078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6511a-1-45-3p	8.423831714	12	35	17.16408444	6.515400756	15.79415148	20.80902587	15.52516432	15.42703692	0	5.901966575	2.704238158	4.567889724	2.823913464	5.441450043	2.347112263	5.057593427	7	3	4.666666667	16.20793248	6.458615857	10.49039192	0.566268166	7	6.010392472	3.5	1.866616303	0	4.52354537	7.666578996	7	0	0	0	0	0	0	0	7.15655282	3.685219491	2.471515712	5.828590461	23.91075031	0	0	32.73699955	6.47752832
hsa-miR-181d-3p	0	3	3	0	12.11959324	0	0.187425791	0	0	0	0	0.422282258	0	0	0	0	0	0	2	0	2.265619429	0.706305125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.360306823	0	0	0.372914198	0	0	0.299380635	0
hsa-miR-3680-2-40-5p	0	0	0	0	0	0	0	0	0.698724677	0	0	0	0	0	0	0	0	0	0	0	6.096174234	0	0.292733987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.600511371	0	0	0.189013678	0	0	0	0
hsa-miR-548az-5p	0	2	2	0	0	0	0	0	1.356064309	0	1.134858444	1.451541726	2.015245466	3.10630481	0	0.589984109	4.059525816	2	6	2.333333333	2.292438713	0	0.585467974	0	0	0	0	0	0	1.357063611	0	0	0	0	0	0	0	0	0	0	0	0	0.688630033	0	0	0	0	0
hsa-miR-6504-3p	0	0	0	0	0	0	0	0	0	0	0.525386754	0.218008234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520d-5p	0	0	0	0	3.165648411	0	0	0	255.6825342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7a-2-3p	14.07275416	2	0	0	0.938495056	0	3.307057831	0	1.932052803	3.657129482	9.475714131	0.806524652	3.358742444	0	0	0	5.522999549	5	3	2.666666667	15.35807744	26.38147043	17.36220842	9.687718887	27.13900824	7.509827349	9.5	0.544186492	0	0	27.69860798	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4667-5p	0	0	0	0.361056364	2.649252787	0	0.328896253	0	0	0	0.266555319	0.145599434	0	0	0	0.995724029	0	0	0	0	0	0	0.250914846	0	0	1.095263642	0.593385786	0.855775735	1.750355138	5.156841722	0	0	0	4.842692263	2.25789044	0	1.540725694	3.855497758	1.400218994	0	0	0	0.789970366	4.703410067	1.883368735	0	1.155374429	0
hsa-let-7e-5p	3062.310588	4788	5072	59.36427657	2912.37524	211.6187494	2981.482195	39.65918181	1537.872503	13632.86443	3949.27267	1430.251004	2276.958678	40.38196254	4439.722349	4890.71051	2403.671646	3391	2533	2879	4202.33494	3540.227222	3551.563435	1998.121569	2686	25054.06182	13798.579	7747.212321	23875.94957	27111.05494	2044.379847	2027	134.5595453	4798.25344	4221.287456	9784.859731	2783.783184	2885.273087	3755.94743	194.6301718	900.9400352	183.5000361	670.7647779	2004.588846	5331.152171	115.8945562	5268.540385	30.33497465
hsa-miR-4734	0	0	0	0	0	0.781997066	0.540157008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.171301778	0	0	0	0	0	0	0	0	0	20.34706194	0	0	0.078926871	0.99443786	0	0	4.47778459	0
hsa-miR-181c-5p	873.1053811	13242	15216	30.08836419	692.3381055	30.72677867	29.36900506	55.62244999	155.1582669	10.97138845	601.3140524	3746.62032	294.4945375	179.0361136	737.7376809	1063.323349	239.4962303	209	820	753.3333333	237.6180444	349.4116705	475.0137169	106.5657096	140	181.1670505	78.01183048	72.84925698	2.855842593	2.4427145	160.3798864	255	16.81469004	5.697285016	6.128559766	27.74135887	3.081451388	13.60763915	7.561182569	518.7799172	1661.195533	5273.274851	476.0404281	268.4398466	33.12513246	13.94453216	95.175837	64.66461169
hsa-miR-196a-2-40-5p	0	2	4	0	128.2494363	0	174.7422645	0	8.23090704	0	2.634570242	0.826616807	1.20914728	731.6759785	0	0	503.717235	237	9	380.6666667	15.73774489	160.6296473	5.509253067	0	863	341.6172984	307.5171409	638.5122298	62.36791728	69.39118598	567.8214637	256	0	0	0	0	0	0	0	177.5105749	0	0	0	0.871614111	1.772582339	0	0.124123702	0
hsa-miR-7107-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.448166941	0	0	0	0
hsa-miR-1184-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-320e	0	0	0	0	0	0	2.146735261	0.426189198	0	0	0	0	0	0	0	0	0	0	0	0	2.03264098	0	0	0	0	3.645494606	0	0	0	0	0	0	14.53603719	0	0	0	0	0	0	0	0	0	0	40.73777168	13.40515394	0	0	0
hsa-miR-297	0	0	0	0	3.843997033	0	0	0	0.537389694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.932045517	0	0	0	0	0	0	0
hsa-miR-548h-2-22-5p	14.86558538	6	5	7.892842288	11.12779392	24.44950047	3.151159134	5.483075852	11.21480483	0	0	1.171801216	1.880895769	0	1.047308376	0	3.526864325	5	0	14.66666667	21.78752538	25.37668009	15.1460061	0	16	15.68449566	9.508048353	3.062511023	27.17656661	11.30886343	6.800997496	4	0	6.551877768	4.838336657	4.221511132	3.697741666	0	2.800437989	0	0	0	0	0	0	0	0	0
hsa-miR-339-5p	25.96522246	18	38	112.7649724	26.95931254	134.8175932	123.0751278	97.44526272	43.41196906	137.1423556	64.52641638	37.26952161	77.5197756	39.39359282	11.61146244	13.95753334	90.51460737	104	57	49.66666667	155.5034745	81.73778398	79.84513417	16.00601156	84	17.55668602	26.37348639	25.90003099	65.31588383	100.9655327	112.5255949	88	920.7216978	53.2696149	64.83371121	15.67989849	23.41903055	28.34924822	22.68354771	56.55079974	48.64928201	29.2854671	284.8484723	1402.647155	11.07863962	262.570376	69.38514931	3.449583095
hsa-miR-524-5p	0	0	0	0	1.962487004	0	0	0	42.09910683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4728-3p	2.576701465	0	2	5.933639466	12.64437489	7.209793103	1.800116996	8.233910748	15.22963491	31.99988297	1.427135428	3.272772579	0	5.224239908	0	0	2.005843569	4	2	2.666666667	3.044973676	1.603227623	1.672310518	0.2328995	2	1.25	0	0	2.579470729	0	1.731162999	0	0	0	0	0	0	0	0	0	0.880750011	0	0	0.993175494	0	0	0	0
hsa-miR-6846-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3678-3p	0	0	0	0	0	0	0.26141999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278794273	0	0	0	0	2.424697916	0	0	0	0	0	6.836742019	3.225557772	0	0	2.267939858	1.960306592	2.666166737	1.168747813	0	0.31896001	0	0	0	0.834355571	0
hsa-miR-5682	0	0	0	0	0	6.853974284	0.128184446	0	4.668529012	0	0	0	0	0	0	1.307167503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6499-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-186-3p	4.063260003	3	3	4.102040411	2.898518142	6.811085619	0	4.183534136	25.88599097	0	3.636328701	1.172029217	1.477846675	16.23750242	1.935243739	0.844839743	1.583421952	2	2	1.666666667	5.962837724	2.842919145	3.535495017	0	3	0.5	1.5	3.518189133	0	0	2.102126499	4	9.388407673	0	0	0	0	0	0	0	0.84071592	0	2.213203474	25.2186688	1.551009547	5.577812865	0.389194826	0.222759077
hsa-miR-4795-3p	0	0	0	0	0	0	0.302654001	0	0	0	0	0	0	0	0	0	0	0	0	0	1.712644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3145-5p	0	0	2	0.867242215	3.295471311	5.055566487	1.979370389	0.897905355	0	0	1.513264178	0.353390014	0	0	0	0	0.820572369	0	0	0	1.009079563	0.182204038	0.627287115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129028078	13.72288992	0	0	0	0
hsa-miR-4527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-185-5p	26.55984587	28	27	16.59497197	33.9221634	34.07086146	668.4101926	17.99258574	41.7074166	746.9686968	54.84717648	59.43292558	37.48356567	5.930218274	75.26959767	62.53912571	57.3027429	58	32	20.33333333	433.3918424	39.76657031	33.56116455	19.03889587	25	875.3373767	717.09145	6365.61543	1799.180834	1510.683212	24.97820899	24	196.2830075	2778.281038	2576.575548	1707.299716	1558.598112	1690.749164	1065.846698	26.10036911	92.51978422	31.42733352	192.8106879	5787.345696	19798.19372	63.73167663	134.1199932	49.85661337
hsa-miR-4709-5p	0	0	0	1.624753639	2.815485168	2.990828005	1.496036509	0	0	0	0.698121074	0.365139087	0	0	0	0	0	2	0	0	2.634414428	0.761797761	0.808503393	0	0	0	0	1.568922181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.984394902	10.34187058	0	1.342806801	0.718513525	0
hsa-miR-1229-3p	1.387454635	0	8	0.833222006	2.650985117	9.16223617	4.52209377	0.897905355	5.082013135	15.5428003	1.469558876	2.256889395	1.880895769	0	1.639265285	0	1.1852712	3	2	1	2.736523225	2.64781353	1.528937474	0	0	0.75	0	0	0	5.428254444	1.978471999	0	0	0	0	0	0	0	0	0	0	0	2.898627213	20.64292045	0	0	34.67161974	0.474978842
hsa-miR-1909-5p	0	0	0	0	0.678205723	0	0.612745894	0	0.340464881	0	0	0	0	0	0	0	0	0	0	0	0	0.131649061	0	0	0	0	0	0	0	1.176121796	0	0	0.312662585	0	0	0	0	0	0	0	0	0	0.078537065	4.060621263	0	0	0	0
hsa-miR-3607-3p	34.78546978	46	60	7.859345701	19.28698044	10.26042559	3.843937545	7.430663843	16.03968439	16.45708267	20.99914875	67.38291328	50.78418575	20.47337261	1.252216537	1.17955201	65.35594527	63	78	52.66666667	291.8932365	17.19649432	24.76503407	1.698082271	16	7.25	5.25	0	0	0	27.94591698	16	0	0	0	0	0	0	0	213.1530144	0	4.21331346	55.46704939	3.893970216	0	12.29184687	0.609225254	0
hsa-miR-3689d-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-99b-3p	112.6811372	105	154	118.3115337	223.8971748	70.98080978	1464.258878	111.9625737	76.09032399	715.8830962	103.9858001	65.72506603	57.23297124	0	50.72615354	36.82996855	50.01900192	64	46	62.66666667	93.84649116	89.2629595	69.95659389	25.29318881	74	57.88584095	37.69223806	58.47802798	76.55500629	101.8702417	54.28432547	43	7.071575136	0	11.61200798	0	3.081451388	0	0	6.0339563	12.11998095	0	12.74744068	139.6182921	14.4022315	0	35.07875253	0
hsa-miR-6800-3p	0	0	0	0.481408486	0	0.644178339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.809418148	0	0	0	0	0	0	0	1.587557901	0	0	0	0	0.129153062	1.45022188	0	0	0	0
hsa-miR-635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1301-3p	18.23511806	102	385	7.223417722	20.83886519	19.83070578	238.7147953	16.16471615	24.74992089	545.8265753	49.56508538	20.7677005	50.64983605	6.212609621	46.3092443	26.13101834	35.54304619	33	32	42	185.6036341	31.05502067	48.65885235	41.39816221	62	28.2445719	34.8812951	147.0676891	21.9255012	31.12199215	51.68758097	28	7.400539677	20.22536181	15.16012153	0	16.94798264	20.41145872	21.84341631	38.5892554	39.49102043	32.14272059	62.48445156	212.6031852	172.7159917	0	310.1435042	2.418732314
hsa-miR-6895-5p	0	0	0	0	0	1.887392565	0.219744765	0	0.595813542	0	0	0	0	0	0	0	0	0	0	0	1.693807676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095744976	2.734704116	0	0	0.806557028	0
hsa-miR-6506-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3179-2	0	0	0	0	0.799227343	0.402494104	3.090766037	1.122381694	0.417969762	0	0.253654313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.078523104	0.584551913	0	1.566107229	2.171301778	0	0	0	9.970248778	11.93456375	10.85531434	2.465161111	5.669849645	7.841226368	0	0	0	0.125290131	4.729408256	1.44022315	0	0	0
hsa-miR-4690-5p	0	0	0	0.421232425	1.582822308	1.12954352	0.143845592	0	0	0	0	0.131883999	0	13.97837165	0	0.663816019	0	0	0	0	0	0.164561327	0	0	0	0	0	0	0	1.266592704	0	0	0	0	0	0	0	0	0	3.227464997	0	0	0.30009664	0.455784019	0	0	0.256445575	0
hsa-miR-6824-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.320613414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.735628937	0	0	0	0
hsa-miR-4433b-5p	0	0	0	0	0	0	0.274070367	0	0	0	0	0	0	0	0	0	0	0	0	0	0.931594222	0	0	0	0	0	0	0	2.39522282	0	0	0	0	0	0	0	0	0	0	0	0	6.567044074	0	0.415830092	4.542242244	0	2704.446938	0
hsa-miR-7154-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-503-5p	12.18978001	0	11	0	49.42555132	7.325945347	69.31467357	0	52.67717337	354.7415598	24.61133399	0.407338407	29.9599826	0	16.3471177	30.48691041	27.85957259	3	39	12.66666667	65.66599748	82.52145514	43.85930853	0.506049826	94	233.2202169	142.4720733	90.78684117	1887.804078	2396.664808	9.768705494	10	2.244661405	0	3.225557772	0	1.232580555	2.267939858	17.64275933	0	4.189733837	0	33.64015898	87.02556429	66.36105131	25.10015789	1.494453298	2.571138318
hsa-miR-3158-1-47-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-525-3p	0	0	0	0	0	0	0	0	35.81182949	0	0	0	0	5.083044235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3199-1	0	0	2	0	1.130587363	0	1.275791868	0	0	2.742847112	1.127632278	0.147682997	0	0	0	0	0	0	0	0	6.507625125	1.181840271	0	0.178307915	0	0	0	1.045948121	0	0	1.978471999	0	0	0	0	2.412292075	4.314031944	2.267939858	0	3.227464997	0.882878466	0	0.821845988	2.585487546	0	0	0	0
hsa-miR-3689a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.836742019	5.483448212	0	0	2.267939858	1.120175195	0	0	0	0	0	0	0	0	0
hsa-miR-4638-3p	1.18924683	2	4	0	4.759510642	5.530919129	0.173964605	8.144620373	1.864226301	0	3.543539707	1.275775374	1.477846675	0	0	0.61756723	0.633368781	4	0	1	0.75	1.926073459	2.492506038	0	3	0.5	0.75	0.903318831	0	1.266592704	2.596744499	0	3.136855369	0	0	0	0	0	0	169.9330483	2.283696653	0.606328125	0.214811718	1.491656791	0	0	0	0.361023331
hsa-miR-760	5.153402931	20	139	29.87501022	3.316389597	27.90590759	126.5031579	18.34220332	11.9011963	44.79983616	7.762972442	2.047290181	1.343496978	0	3.437903584	13.89661198	0	5	0	0	24.64734179	3.146313582	2.829899065	0	0	13.90941499	7.167315621	1.996810048	8.936023598	31.21246306	4.822525497	0	3.227598992	34.46857435	31.93302194	12.06146038	8.319918748	15.64878502	9.80153296	9.261421297	5.599755995	0	3.000225681	20.10889931	40.43703461	0	124.6177708	0
hsa-miR-4999-5p	0	0	0	0.648056139	0.301489963	0	0.668094676	0	1.390148558	0	0	0.157495364	1.20914728	0	0	0	1.588276125	0	0	0	2.460044807	0	0.209095705	0	0	0	0	0	0	1.085650889	0	0	0	0	0	1.809219057	0	0	4.200656983	1.543570216	1.035695188	0	0	0.189013678	0	0	0.708079979	0
hsa-miR-548as-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4787-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385797729	2.435244198	0	0	0	0
hsa-miR-6834-5p	0	0	0	0	0	0	0	0	0.208625278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.371330747	0	0	0	0	0	0	0	0	0	0	0	0	0	1.612778886	0	0	1.360763915	0	0	0	0	0	2.030310632	0	0	0	0
