Name	HCT116_cell	HepG2_cell	MDA-DB-231_cell	Hep3B_cell	SW480_cell	A375_cell	HAF1608_cell	THP1_cell	HK1_cell	LNCaP_cell	HEK293_cell	IMR90_cell	C8166_cell	A2058_cell	BicR_cell	MCF7_cell	H460_cell	RVH6849_cell	HELF977_cell	NP460_cell	Jurkat_cell	SH-SY5Y_cell	Mammary_Epithelial_cell	HeLa_cell	SUP-T1_cell	DLD2_cell	A549_cell	143B_cell	DLD1_cell	MCF10A_cell	HDMYZ_cell	H1264_cell	H520_cell	ZR75-1_cell	Beas-2B_cell	DKS8_cell	Huh7_cell	DKO1_cell	U2OS_cell	MIHA_cell	Fadu_cell	LCLB-cell
hsa-miR-3614-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-941-5	37.19536992	90.06237347	52.22321695	11.21160027	36.31082062	87.65959202	25.8071176	18.2165959	8.857082123	1.993429656	243.9019345	3.066619236	28.34489001	53.999568	0	22.72305505	6.859488483	9.266436228	56.90224195	21.2597086	90.59161184	16.39344262	20.19186221	51.25746489	27.58074235	22.80883158	19.34160904	147.7221248	56.18401407	17.34665556	124.3876373	20.08937817	6.334900303	33.46465576	123.1483762	78.64205045	13.45336296	57.85449403	55.53858543	11.17002264	2.688403304	3.697131026	
hsa-miR-8080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-374a-3p	2.479691328	18.36713759	242.4649358	624.112415	6.051803437	0	0	29.43000357	0	602.0157561	23.62749517	156.3975811	2.942347268	5.999952	659.6395784	31.19366059	96.03283876	38.57925046	0	0	0	24.59016393	102.9394081	11.7892408	22.73726855	3.80147193	8.628844942	0	7.897905456	21.68331946	5.863689456	32.80581717	31.96174979	19.33591364	35.18525034	3.046979452	2631.093412	8.00153237	20.82696954	1139.342309	0	0	
hsa-miR-1307-3p	0	22.94679566	7.460459564	26.16040063	0	15.46933977	32.258897	33.82157925	79.71373911	3.986859312	10.57665888	27.59957313	5.984554088	29.99976	3.400204012	5.292868589	13.71897697	9.266436228	113.8044839	70.86569533	24.19365885	24.59016393	2.355390165	4.8802415	12.18494644	0	10.34692135	0	7.897905456	0	11.72737891	0	5.465382336	7.734365455	0	11.25375031	23.06290793	13.21023888	0	63.29679495	0	14.78852411	
hsa-miR-1251-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.676235237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4764-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-125b-1-5p	409.1490691	1.394919996	272.3067741	37.3720009	21.18131203	314.543242	787.1170869	0	8.857082123	1405.367907	42.93400804	254.5293966	15.84567042	65.999472	2009.520571	3.371227033	61.73539634	13.81358754	1372.766587	14.17313907	3.173168612	606.557377	17.03047616	147.5620424	12.65072297	34.21324737	215.8430015	521.9515078	11.39075075	2393.838468	14.36304718	192.6905462	195.1723198	1.554103358	61.5741881	7.089418452	19.21908994	10.08129906	145.7887868	0	77.9636958	7.394262053	
hsa-miR-4743-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6785-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-153-2-3p	2.479691328	0	0	0	42.36262406	0	0	1.013210851	0	9.967148279	0	0	12.18343428	0	6.800408024	0	0	0	0	0	1.712938743	147.5409836	0	0	9.348055457	0	1.584984202	54.16477911	0	4.336663891	0	16.40290859	0	0	0	0	0	0	76.36555497	0	0	0	
hsa-miR-486-1-3p	17.3578393	8.489707502	78.33482543	0	24.20721375	10.31289318	83.87313221	67.64315849	88.57082123	1.993429656	643.6295853	3.066619236	109.6497944	0	6.800408024	17.46099033	99.40343189	0	7.112780244	7.086569533	55.98904208	409.8360656	1.211997205	279.4017122	0	0	23.12781073	113.253629	0	104.0799334	446.9500889	2.901831692	24.49259034	11.60154818	70.37050069	0	0	0	27.76929272	0	107.5361321	765.3061224	
hsa-miR-3658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4804-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-548aa-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3144-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6802-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1252-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-654-5p	0	0	0	14.94880036	0	0	0	0	0	0	0	12.26647695	4.243599082	0	0	1.551045779	6.859488483	3.088812076	7.112780244	0	0	0	0	0	3.04796862	0	1.695795509	0	0	0	0	0	2.670442536	0	0	0	545.8221542	0	6.942323179	882.4317884	0	0	
hsa-miR-7853-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-652-3p	9.918765312	19.03528214	22.38137869	18.68600045	57.49213266	36.09512613	6.451779401	58.64596885	150.5703961	9.967148279	125.1199324	42.93266931	40.65472036	41.999664	13.60081605	80.39942806	65.07482157	4.368239929	71.12780244	269.2896423	14.86916774	16.39344262	25.62058487	39.16025034	35.20124897	72.22796667	61.74159161	172.342479	66.29745343	39.02997502	49.05914576	53.15149862	42.79249691	77.34365455	35.18525034	82.36182553	11.53145396	63.67711011	48.59626225	14.89336352	2.688403304	48.06270334	
hsa-miR-548ar-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1288-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-374c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-152-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-548q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6780a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6805-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4652-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5582-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6507-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1255b-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1184-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1306-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6810-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4646-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3121-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-187-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-31-3p	84.30950515	1.394919996	0	0	9.077705156	422.8286203	6.451779401	0	4246.970878	0	316.8449371	0	2.662204277	65.999472	0	1.294949451	23.76196513	13.10471979	0	0	4.347283586	8.196721311	2071.451902	269.7228569	0	30.41177544	159.6418	113.253629	83.83441223	4.336663891	157.3392987	23.19721578	34.52132017	0	158.3336265	105.5476556	0	77.59578171	6.942323179	0	59.14487268	0	
hsa-miR-412-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6811-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6789-5p	0	0	0	37.3720009	0	0	0	0	0	0	0	27.59957313	0	0	0	2.383162623	0	18.53287246	0	0	0	0	0	7.00512592	1.679901531	0	0	0	2.972791112	0	0	0	0	0	193.5188769	2.911130052	0	2.472740848	0	0	0	147.8852411	
hsa-miR-4751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4700-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1292-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-509-2-5p	7781.271387	0	0	0	3.025901719	123.7547181	0	0	0	0	0	0	0	173.998608	0	1.214178997	0	3.088812076	0	0	3.579966537	0	0	0	0	0	0	0	57.45557479	21.68331946	0	0	0	6.13876993	0	325.6894327	0	40.74094924	0	0	0	14.78852411	
hsa-miR-146b-5p	131.4236404	1469.523248	716.2041182	1240.75043	75.64754297	598.1478044	374.2032052	6163.824808	101.8564444	1002.695117	695.5634842	791.187763	1768.538149	77.999376	1074.464468	212.753298	6.859488483	0	711.2780244	56.69255627	202.0296341	131.147541	784.9548666	117.7144927	90.78949503	129.2500456	123.8860772	187.1146915	277.6835579	858.6594505	143.6304718	16.40290859	26.73103879	67.00668652	79.16681327	165.2863882	1643.23219	228.276167	1145.483325	5298.314071	5.376806607	691.3635019	
hsa-miR-3940-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-103a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-516a-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-665	0	0	0	0	0	0	25.8071176	1.436982718	0	0	0	0	0	0	0	1.214178997	44.45456618	4.368239929	0	14.17313907	5.019135013	0	0	1.380434846	0	0	2.368385086	0	0	0	0	0	2.922187647	0	8.796312586	0	0	0	0	0	0	33.27417924	
hsa-miR-6842-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-8056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3681-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6875-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3151-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1236-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-378h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-629-5p	76.87043117	152.9854874	11.19068935	0	114.9842653	159.8498443	19.3553382	34.84709434	13.28562318	105.6517718	202.5495113	107.3316733	38.63965909	143.998848	47.60285617	33.36163731	34.29744241	10.6999589	99.57892341	70.86569533	28.88819916	24.59016393	2.96760565	157.5678799	102.4249379	45.61766316	54.3476826	68.93699159	86.01999939	17.34665556	23.45475782	28.41067106	42.25076149	29.59061772	52.77787551	125.4734054	334.4121649	99.06048	152.7311099	282.9739068	102.1593255	14.78852411	
hsa-miR-6790-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-874-3p	0	1.121701337	0	0	0	0	0	0	0	0	0	0	1.466723635	0	0	0	0	0	7.112780244	35.43284767	2.097947697	0	0	0	7.472266864	0	0	0	0	4.336663891	8.292509154	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-23b-5p	4.959382656	63.34996851	0	0	36.31082062	72.19025225	0	0	57.5710338	0	10.57665888	0	0	71.999424	6.800408024	28.53267685	26.56668466	36.54731735	0	191.3373774	56.25525485	0	17.12011189	7.22499028	4.391020624	3.80147193	18.97345843	4.924070828	49.08125712	13.00999167	0	0	19.43978184	185.5452896	79.16681327	56.08056033	0	49.09574182	0	3.723340879	0	0	
hsa-miR-555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3591-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6791-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-103b-1	776.1433857	6598.562797	2185.914652	8012.556992	3038.005326	11091.51661	903.2491161	1392.960628	814.8515553	2435.971039	11222.284	4176.7354	2466.775619	15095.87923	2788.16729	5473.906252	12762.32857	6681.356131	2610.390349	1098.418278	14138.27051	21540.98361	2258.91668	5305.662367	8285.973825	3881.30284	8931.455657	6164.936676	2399.068418	732.8961976	4263.720814	8981.068047	5305.905821	5843.261901	4846.768235	3106.947343	2260.164977	2723.459306	5942.628641	13240.20017	819.9630076	7006.063295	
hsa-miR-2682-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-92b-3p	69.43135718	120.0012199	93.25574455	11.21160027	54.46623094	3490.914341	1387.132571	166.2216612	119.5706087	105.6517718	847.3888737	82.79871938	41.32967663	1121.991024	159.8095886	119.8110954	740.7929986	168.3331736	689.9396836	148.8179602	417.079736	1303.278689	18.44208148	752.65769	225.2337586	30.41177544	829.7671964	49.24070828	100.3746285	494.3796836	3003.205205	778.0582707	341.3340733	407.3391766	1680.095704	77.88583005	3.843817988	88.82499649	333.2315126	7.446681759	177.434618	103.5196687	
hsa-miR-10a-3p	0	0	0	0	21.18131203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.22796667	0	0	28.09200704	0	0	0	0	0	0	30.54737809	0	32.97659773	0	0	0	0	
hsa-miR-6870-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-106b-3p	37.19536992	15.53255315	7.460459564	59.79520144	6.051803437	20.62578636	6.451779401	22.06783436	4.428541061	53.82260071	27.04673024	27.59957313	24.45678402	5.999952	85.00510031	12.58114806	58.20468986	24.71049661	21.33834073	7.086569533	27.36112077	155.7377049	0	31.5288133	40.28520184	0	51.58732602	4.924070828	37.87082766	0	45.41994322	36.67801862	21.86152934	27.07027909	43.98156293	39.11833593	19.21908994	46.63674485	6.942323179	55.85011319	24.19562973	59.15409642	
hsa-miR-32-3p	0	6.264932562	0	0	0	0	0	0	0	0	0	0	0	0	0	1.340562298	0	0	0	0	0	0	0	0	0	0	0	0	7.897905456	0	0	0	0	0	0	11.25375031	0	10.08129906	0	0	0	0	
hsa-miR-6511a-4-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-29c-5p	0	1.144889471	0	0	0	0	0	0	0	0	5.820559691	0	0	0	0	0	0	0	0	7.086569533	3.5874401	0	0	0	0	0	2.979435057	0	0	4.336663891	0	0	0	0	8.796312586	0	0	0	0	0	0	3.697131026	
hsa-miR-489-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-338-5p	0	1.565296369	3.730229782	0	0	0	0	2.645666676	0	41.86202277	3.688133987	0	0	0	40.80244815	1.429740109	0	0	0	0	0	24.59016393	6.794120908	5.11221393	0	0	1.412060393	0	0	0	2.371106653	0	0	0	35.18525034	0	1.921908994	0	0	7.446681759	0	0	
hsa-miR-208b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4671-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-181a-2-3p	0	1.121701337	0	3.73720009	0	0	0	25.12910342	4.428541061	0	0	9.199857709	0	5.999952	0	0	6.859488483	12.3552483	0	14.17313907	3.225026529	188.5245902	1.152503917	6.894914645	51.84653192	0	20.11291189	0	0	0	8.292509154	16.40290859	2.874846576	0	8.796312586	0	0	0	0	0	2.688403304	22.18278616	
hsa-miR-4779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4645-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-548t-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6784-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6813-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6888-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-34c-5p	0	0	3.730229782	0	0	5.15644659	238.7158378	126.4004296	4.428541061	3.986859312	2.029658352	174.7972965	0	293.997648	3.400204012	0	133.7160471	0	14.22556049	184.2508079	7.515446472	8.196721311	1607.109144	0	0	0	101.2087753	0	0	21.68331946	0	192.6905462	9.993043298	0	79.16681327	0	311.349257	0	6.942323179	0	0	0	
hsa-miR-6776-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-449b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-219a-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.446681759	0	0	
hsa-miR-342-3p	148.7814797	771.9606337	585.6460758	56.05800135	323.7714839	1268.485861	1954.889158	2421.835777	433.997024	308.9815967	4456.262837	122.6647695	2406.849276	113.999088	197.2118327	6414.564214	418.3725684	358.2888867	4459.713213	70.86569533	9457.702478	2188.52459	1006.652997	1046.015044	11209.71081	0	567.301015	3614.267988	3.157407475	1019.116014	610.0491882	188.6334487	1775.996492	4501.286814	439.8156293	16.23071655	92.2516317	12.7016409	1464.830191	11.17002264	56.45646937	2166.518781	
hsa-miR-3619-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-99a-3p	0	0	0	0	0	0	0	0	0	119.6057794	0	0	0	0	146.2087725	1.383550191	0	0	0	7.086569533	2.089955961	16.39344262	0	1.463652181	0	0	0	0	0	13.00999167	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-340-5p	14.87814797	147.9507829	14.92091913	44.84640108	254.1757444	10.31289318	19.3553382	77.49924403	407.4257777	109.6386311	1569.57106	12.26647695	36.71998173	77.999376	183.6110167	238.4153344	137.0181751	92.61286777	0	325.9821985	19.33329242	360.6557377	72.86071483	207.0775968	0	159.6618211	123.1715631	236.3553997	126.8173608	13.00999167	418.0115599	155.8276316	263.5504355	204.9363598	404.6303789	153.1962637	28.82863491	121.7581176	319.3468662	3.723340879	16.13041982	0	
hsa-miR-3974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
